DATABASE,GOLD SQL,PREDICTED SQL,DECISION
pets_1,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',SELECT DISTINCT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID JOIN Pets AS T3 ON T2.PetID  =  T3.PetID WHERE T3.PetType = 'cat' AND T3.PetType = 'dog',CORRECT
pets_1,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT Major,Age FROM Student WHERE StuID NOT IN (SELECT StuID from Student WHERE Has_Pet.PetID = Pets.PetID AND Has_Pet.PetID = 1)",WRONG
pets_1,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",SELECT Major FROM Student WHERE Major NOT IN (SELECT Major FROM Student WHERE StuID = Student.StuID AND PetID = Pets.PetID),WRONG
pets_1,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT StuID FROM Student WHERE Has_Pet.PetID IS NULL,WRONG
pets_1,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT StuID FROM Student WHERE Has_Pet.PetID IS NULL,WRONG
pets_1,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT T1.Fname,T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID WHERE T2.PetID = 1 AND T2.PetType = 1",WRONG
pets_1,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",SELECT first_name FROM Student WHERE Has_Pet.PetID = Pets.PetID AND Has_Pet.StuID = Student.StuID AND Has_Pet.PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat'),WRONG
pets_1,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT PetType,weight FROM Pets ORDER BY Age ASC LIMIT 1",WRONG
pets_1,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT PetType, pet_age, PetID, weight FROM Pets ORDER BY pet_age ASC LIMIT 1",WRONG
pets_1,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT StuID,PetID,weight FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE Age > 1) AND PetID = (SELECT PetID FROM Pets WHERE Age > 1)",WRONG
pets_1,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT StuID,PetID,PetType,pet_age,weight FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE Age > 1) AND PetID = (SELECT PetID FROM Pets WHERE Age > 1)",WRONG
pets_1,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT avg(pet_age) ,  max(pet_age) FROM Pets GROUP BY PetType",WRONG
pets_1,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT avg(pet_age) ,  max(pet_age) FROM Pets GROUP BY PetType",WRONG
pets_1,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype",SELECT avg(weight) FROM Pets GROUP BY PetType,WRONG
pets_1,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype",SELECT avg(weight) FROM Pets GROUP BY PetType,WRONG
pets_1,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT Fname,Age FROM Student WHERE Has_Pet.StuID = Student.StuID AND Has_Pet.PetID = Pets.PetID",WRONG
pets_1,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT LName ,  FName ,  Age ,  Sex ,  Major ,  Advisor ,  city_code FROM Student WHERE Has_Pet = 1 AND EXISTS (SELECT 1 FROM Pets WHERE StuID = Student.StuID AND PetID = Student.StuID)",WRONG
pets_1,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT PetID FROM Pets WHERE StuID = (SELECT StuID FROM Student WHERE LName = 'Smith'),WRONG
pets_1,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT T1.PetID from Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID  =  T2.PetID WHERE T2.StuID  =  'Smith' AND T2.StuID = T1.StuID,WRONG
pets_1,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","SELECT count(*) ,  PetID FROM Has_Pet WHERE StuID  =  (SELECT StuID FROM Student WHERE Major  =  'Computer Science') GROUP BY PetID",WRONG
pets_1,"select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid",SELECT PetID FROM Pets WHERE StuID IN (SELECT StuID FROM Student),WRONG
pets_1,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT T1.Fname,T1.LName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID WHERE T2.PetID > 1 AND T2.StuID = T1.StuID",WRONG
pets_1,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT T1.LName,T1.Fname,T1.Age,T1.Sex,T1.Major,T1.Advisor,T1.city_code FROM Student AS T1 JOIN Pets AS T2 ON T1.ID  =  T2.StuID",WRONG
pets_1,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Pets WHERE PetType = 'cat' AND Age = 3),WRONG
pets_1,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',"SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE PetType = ""cat"" AND pet_age = 3 AND weight = 3))",WRONG
pets_1,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(age) FROM Student WHERE Has_Pet.StuID = Student.StuID AND Has_Pet.PetID = 0 AND Has_Pet.StuID NOT IN (SELECT StuID FROM Pets),WRONG
pets_1,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(Age) FROM Student WHERE Has_Pet.StuID = 0,WRONG
car_1,SELECT count(*) FROM CONTINENTS;,SELECT count(*) FROM continents,CORRECT
car_1,SELECT count(*) FROM CONTINENTS;,SELECT count(*) FROM continents,CORRECT
car_1,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT ContinentId,Continent,count(*) FROM countries GROUP BY Continent",WRONG
car_1,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT ContId,ContName,count(*) FROM continents",WRONG
car_1,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) FROM countries,CORRECT
car_1,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) FROM countries,CORRECT
car_1,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT FullName,Id,count(*) FROM car_makers GROUP BY Id ORDER BY count(*) DESC LIMIT 10",WRONG
car_1,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT FullName,Id,MPG FROM car_makers",WRONG
car_1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT Model FROM cars_data ORDER BY Horsepower ASC LIMIT 1,WRONG
car_1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT Model FROM cars_data ORDER BY Horsepower ASC LIMIT 1,WRONG
car_1,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT Make FROM car_names WHERE Weight  <  (SELECT avg(Weight) FROM cars_data),WRONG
car_1,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT      model FROM     cars_data WHERE     weight < AVG(weight) GROUP BY     model HAVING     COUNT(*) < 1,WRONG
car_1,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT T1.FullName FROM car_makers AS T1 JOIN car_names AS T2 ON T1.MakeId  =  T2.MakeId WHERE T2.Year  =  1970 AND T2.Maker  =  T1.Id,WRONG
car_1,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT FullName FROM car_makers WHERE Id = (SELECT MakeId FROM cars_data WHERE Year = 1970) AND Country = (SELECT CountryId FROM countries WHERE Continent = 'Europe'),WRONG
car_1,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT Make, Production_Time, Year FROM cars_data WHERE Year = (SELECT MIN(Year) FROM cars_data) ORDER BY Production_Time ASC LIMIT 1",WRONG
car_1,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT Maker,Year FROM car_makers JOIN cars_data ON Maker = cars_data.Maker WHERE Year = (SELECT min(Year) FROM car_makers)",WRONG
car_1,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT DISTINCT Model FROM cars_data WHERE Year  >  1980,WRONG
car_1,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT Model FROM model_list WHERE Year  >  1980 AND Maker  =  car_makers.Id AND Make  =  car_names.MakeId AND Model  =  model_list.ModelId,WRONG
