DATABASE,GOLD SQL,PREDICTED SQL,DECISION
concert_singer,"SELECT country ,  count(*) FROM singer GROUP BY country","SELECT Country ,  COUNT (Singer_ID) FROM singer GROUP BY Country",CORRECT
concert_singer,"SELECT country ,  count(*) FROM singer GROUP BY country","SELECT Country ,  COUNT (Singer_ID) FROM singer GROUP BY Country",CORRECT
concert_singer,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),SELECT DISTINCT Song_Name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),CORRECT
concert_singer,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),SELECT DISTINCT Song_Name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),CORRECT
concert_singer,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","SELECT Location ,  Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000",CORRECT
concert_singer,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","SELECT Location ,  Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000",CORRECT
concert_singer,"select max(capacity), average from stadium","SELECT max(Capacity) ,  avg(Average) FROM stadium",WRONG
concert_singer,"select avg(capacity) ,  max(capacity) from stadium","SELECT avg(Capacity) ,  max(Capacity) FROM stadium",CORRECT
concert_singer,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","SELECT Name ,  Capacity FROM stadium WHERE Average  >  (SELECT avg(Average) FROM stadium)",WRONG
concert_singer,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","SELECT Name ,  Capacity FROM stadium WHERE Average  >  (SELECT avg(Average) FROM stadium)",WRONG
concert_singer,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,CORRECT
concert_singer,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,"SELECT COUNT(*) FROM concert WHERE YEAR  IN  (2014,2015)",CORRECT
concert_singer,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT T1.Name ,  count(T2.concert_ID) FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID GROUP BY T1.Name",CORRECT
concert_singer,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT T1.Stadium_ID ,  count(T2.concert_ID) FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID GROUP BY T1.Stadium_ID",WRONG
concert_singer,"SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.Name ,  T1.Capacity FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID GROUP BY T2.Year HAVING count(*)  =  (SELECT max(count(*)) FROM concert AS T3 GROUP BY T3.Year) #### PostgreSQL SQL QUERY SELECT T1.Name ,  T1.Capacity FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID GROUP BY T2.Year HAVING count(*)  =  (SELECT max(count(*)) FROM concert AS T3 GROUP BY T3.Year) #### PostgreSQL FIXED SQL QUERY SELECT T1.Name ,  T1.Capacity FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID GROUP BY T2.Year HAVING count(*)  =  (SELECT max(count(*)) FROM concert AS T3 GROUP BY T3.Year) #### MySQL SQL QUERY SELECT T1.Name ,  T1.Capacity FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID GROUP BY T2.Year HAVING count(*)  =  (SELECT max(count(*)) FROM concert AS T3 GROUP BY T3.Year) #### MySQL FIXED SQL QUERY SELECT T1.Name",WRONG
concert_singer,"select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1","SELECT T1.Name ,  T1.Capacity FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID GROUP BY T2.concert_ID HAVING T2.Year  >  2013",WRONG
concert_singer,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,SELECT concert.Year FROM concert GROUP BY concert.Year ORDER BY count(*) DESC LIMIT 1,CORRECT
concert_singer,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,SELECT concert.Year FROM concert GROUP BY concert.Year ORDER BY count(*) DESC LIMIT 1,CORRECT
concert_singer,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT T1.Name FROM stadium AS T1 WHERE NOT EXISTS (SELECT * FROM concert AS T2 WHERE T2.Stadium_ID  =  T1.Stadium_ID),CORRECT
concert_singer,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT T1.Name FROM stadium AS T1 WHERE NOT EXISTS (SELECT * FROM concert AS T2 WHERE T2.Stadium_ID  =  T1.Stadium_ID),CORRECT
concert_singer,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30,SELECT DISTINCT Country FROM singer WHERE Age  >  40 AND Age  <  30,WRONG
concert_singer,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert WHERE Year = 2014),CORRECT
concert_singer,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,SELECT DISTINCT T1.Name FROM stadium AS T1 WHERE NOT EXISTS (SELECT * FROM concert AS T2 WHERE T2.Year  =  2014 AND T2.Stadium_ID  =  T1.Stadium_ID),CORRECT
concert_singer,"SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id","SELECT T1.concert_Name ,  T1.Theme ,  count(DISTINCT T2.Singer_ID) FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_ID  =  T2.concert_ID GROUP BY T1.concert_ID",CORRECT
concert_singer,"select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id","SELECT T1.concert_Name ,  T1.Theme ,  count(DISTINCT T2.Singer_ID) FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_ID  =  T2.concert_ID GROUP BY T1.concert_Name ,  T1.Theme",CORRECT
concert_singer,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT T1.Name ,  count(*) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name",CORRECT
concert_singer,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT T1.Name ,  count(DISTINCT T2.concert_ID) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name",CORRECT
concert_singer,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT DISTINCT T1.Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID  =  T2.Singer_ID JOIN concert AS T3 ON T2.concert_ID  =  T3.concert_ID WHERE T3.Year  =  2014,CORRECT
concert_singer,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT T1.Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID  =  T2.Singer_ID JOIN concert AS T3 ON T2.concert_ID  =  T3.concert_ID WHERE T3.Year  =  2014,CORRECT
concert_singer,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT Name ,  Country FROM singer WHERE Song_Name LIKE '%Hey%'",CORRECT
concert_singer,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT Name ,  Country FROM singer WHERE Song_Name LIKE '%Hey%'",CORRECT
concert_singer,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2014 INTERSECT SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2015 #### PostgreSQL SQL QUERY SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2014 INTERSECT SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2015 #### PostgreSQL FIXED SQL QUERY SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2014 INTERSECT SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2015 #### MySQL SQL QUERY SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2014 INTERSECT SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE Year  =  2015",WRONG
concert_singer,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE concert.Year  =  2014 INTERSECT SELECT Name ,  Location FROM stadium JOIN concert ON stadium.Stadium_ID  =  concert.Stadium_ID WHERE concert.Year  =  2015",CORRECT
concert_singer,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT count(concert_ID) FROM concert WHERE Stadium_ID  =  (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1) #### PostgreSQL SQL QUERY SELECT count(concert_ID) FROM concert WHERE Stadium_ID  =  (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1) #### PostgreSQL FIXED SQL QUERY SELECT count(concert_ID) FROM concert WHERE Stadium_ID  =  (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1),WRONG
concert_singer,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT count(DISTINCT T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID WHERE T2.Capacity  =  (SELECT max(Capacity) FROM stadium) #### PostgreSQL SQL QUERY SELECT count(DISTINCT T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID WHERE T2.Capacity  =  (SELECT max(Capacity) FROM stadium) #### PostgreSQL FIXED SQL QUERY SELECT count(DISTINCT T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID WHERE T2.Capacity  =  (SELECT max(Capacity) FROM stadium) #### MySQL SQL QUERY SELECT count(DISTINCT T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID WHERE T2.Capacity  =  (SELECT max(Capacity) FROM stadium) #### MySQL FIXED SQL QUERY SELECT count(DISTINCT T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID  =  T2.Stadium_ID WHERE T2.,WRONG
pets_1,SELECT count(*) FROM pets WHERE weight  >  10,SELECT count(*) FROM Pets WHERE weight  >  10,CORRECT
pets_1,SELECT count(*) FROM pets WHERE weight  >  10,SELECT count(*) FROM Pets WHERE weight  >  10,CORRECT
pets_1,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT min(pet_age) FROM Pets WHERE pet_type  =  'dog',WRONG
pets_1,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM Pets WHERE PetType = 'dog' ORDER BY pet_age ASC LIMIT 1,CORRECT
pets_1,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT max(weight) ,  pet_type FROM Pets GROUP BY pet_type",WRONG
pets_1,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT PetType ,  max(weight) FROM Pets GROUP BY PetType",CORRECT
pets_1,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,SELECT count(DISTINCT T2.PetID) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T2.Age  >  20,WRONG
pets_1,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,SELECT count(DISTINCT T1.petid) FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid JOIN student AS T3 ON T2.stuid  =  T3.stuid WHERE T3.age  >  20,CORRECT
pets_1,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',SELECT count(PetID) FROM Pets AS T1 JOIN Student AS T2 ON T1.PetID  =  T2.PetID WHERE T1.PetType  =  'dog' AND T2.Sex  =  'F',WRONG
pets_1,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',SELECT count(PetID) FROM Pets AS T1 JOIN Student AS T2 ON T1.PetID  =  T2.PetID WHERE T2.Sex  =  'F' AND T1.PetType  =  'dog',WRONG
pets_1,SELECT count(DISTINCT pettype) FROM pets,SELECT count(DISTINCT PetType) FROM Pets,CORRECT
pets_1,SELECT count(DISTINCT pettype) FROM pets,SELECT count(DISTINCT PetType) FROM Pets,CORRECT
pets_1,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',SELECT DISTINCT T1.Fname FROM student AS T1 JOIN pets AS T2 ON T1.StuID  =  T2.StuID WHERE T2.PetType  =  'cat' OR T2.PetType  =  'dog',WRONG
pets_1,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',SELECT DISTINCT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID JOIN Pets AS T3 ON T2.PetID  =  T3.PetID WHERE T3.PetType  =  'cat' OR T3.PetType  =  'dog',CORRECT
pets_1,select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog',SELECT DISTINCT T1.Fname FROM student AS T1 JOIN pets AS T2 ON T1.StuID  =  T2.StuID WHERE T2.PetType  =  'cat' OR T2.PetType  =  'dog',WRONG
pets_1,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',SELECT DISTINCT T1.Fname FROM student AS T1 JOIN pets AS T2 ON T1.StuID  =  T2.StuID WHERE T2.PetType  =  'cat' OR T2.PetType  =  'dog',WRONG
pets_1,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT DISTINCT T1.major ,  T1.age FROM student AS T1 WHERE T1.stuid  NOT IN (SELECT DISTINCT T2.petid FROM pets AS T2 WHERE T2.pettype  =  'cat')",WRONG
pets_1,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT T1.Major ,  T1.Age FROM Student AS T1 WHERE NOT EXISTS (SELECT * FROM Pets AS T2 WHERE T2.PetType  =  'cat' AND T1.PetID  =  T2.PetID)",WRONG
pets_1,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT DISTINCT T1.StuID FROM Student AS T1 WHERE NOT EXISTS (SELECT * FROM Pets AS T2 WHERE T2.PetType  =  'cat' AND T2.PetID  =  T1.StuID),WRONG
pets_1,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT DISTINCT T1.StuID FROM Student AS T1 WHERE NOT EXISTS (SELECT * FROM Pets AS T2 WHERE T2.PetType  =  'cat' AND T2.PetID  =  T1.StuID),WRONG
pets_1,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT DISTINCT T1.Fname ,  T1.Age FROM student AS T1 JOIN pets AS T2 ON T1.StuID  =  T2.StuID WHERE T2.PetType  =  'dog' AND T2.PetType  !=  'cat'",WRONG
pets_1,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.StuID  =  T2.StuID JOIN pets AS T3 ON T2.PetID  =  T3.PetID WHERE T3.PetType  =  'dog' AND NOT EXISTS (SELECT * FROM pets AS T4 WHERE T4.PetType  =  'cat' AND T4.PetID  =  T3.PetID),WRONG
pets_1,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT PetType ,  weight FROM Pets WHERE pet_age  =  (SELECT min(pet_age) FROM Pets)",CORRECT
pets_1,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT PetType, weight FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID GROUP BY PetType, weight ORDER BY pet_age ASC LIMIT 1",CORRECT
pets_1,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT PetID ,  weight FROM Pets WHERE pet_age  >  1",CORRECT
pets_1,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT PetID ,  weight FROM Pets WHERE pet_age  >  1",CORRECT
pets_1,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT avg(pet_age) ,  max(pet_age) ,  PetType FROM Pets GROUP BY PetType",CORRECT
pets_1,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT avg(pet_age) ,  max(pet_age) FROM Pets GROUP BY PetType",WRONG
pets_1,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT PetType ,  AVG (weight) FROM Pets GROUP BY PetType",CORRECT
pets_1,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT PetType ,  AVG (weight) FROM Pets GROUP BY PetType",CORRECT
pets_1,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT T1.Fname ,  T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID",CORRECT
pets_1,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT T1.Fname ,  T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID JOIN Pets AS T3 ON T2.PetID  =  T3.PetID",CORRECT
pets_1,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT T1.petid FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid JOIN student AS T3 ON T2.stuid  =  T3.stuid WHERE T3.lname  =  'Smith',CORRECT
pets_1,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT T1.petid FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid JOIN student AS T3 ON T2.stuid  =  T3.stuid WHERE T3.lname  =  'Smith',CORRECT
pets_1,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","SELECT count(DISTINCT T1.petid) ,  T3.stuid FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid JOIN student AS T3 ON T2.stuid  =  T3.stuid GROUP BY T3.stuid",CORRECT
pets_1,"select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid","SELECT T1.StuID ,  count(T2.PetID) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID GROUP BY T1.StuID",CORRECT
pets_1,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT T1.Fname ,  T1.Sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID GROUP BY T2.StuID HAVING count(*)  >  1",CORRECT
