,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
11,How many flights fly from Aberdeen to Ashley?,SELECT count(DISTINCT T1.FlightNo) FROM flights AS T1 WHERE T1.SourceAirport = 'Aberdeen' AND T1.DestAirport = 'Ashley',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",flight_2
12,find the names of museums which have more staff than the minimum staff number of all museums opened after 2010.,SELECT Name FROM museum WHERE Num_of_Staff > (SELECT min(Num_of_Staff) FROM museum WHERE Open_Year > 2010) AND Open_Year > 2010,SELECT name FROM museum WHERE num_of_staff  >  (SELECT min(num_of_staff) FROM museum WHERE open_year  >  2010),museum_visit
13,Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,"SELECT T1.owner_id, T1.last_name FROM Owners AS T1 WHERE T1.owner_id = (SELECT owner_id FROM Dogs JOIN Treatments ON Dogs.dog_id = Treatments.dog_id GROUP BY owner_id ORDER BY SUM(cost_of_treatment) DESC LIMIT 1)","SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1",dog_kennels
14,find the id of tv channels that do not play any cartoon directed by Ben Jones.,SELECT id FROM TV_Channel WHERE id NOT IN (SELECT T1.id FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Directed_by = 'Ben Jones'),SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones',tvshow
15,What is the average and maximum age for each pet type?,"SELECT avg(pet_age) , max(pet_age) , PetType FROM Pets GROUP BY PetType","SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype",pets_1
16,Return the number of flights arriving in Aberdeen.,SELECT count(*) FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.City = 'Aberdeen' GROUP BY flights.Airline,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
17,Show countries where a singer above age 40 and a singer below 30 are from.,SELECT DISTINCT Country FROM singer WHERE Age > 40 AND Age < 30,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30,concert_singer
18,"Who are enrolled in 2 degree programs in one semester? List the first name, middle name and last name and the id.","SELECT T1.first_name, T1.middle_name, T1.last_name, T2.degree_program_id, T3.semester_id, T4.degree_program_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id JOIN Semesters AS T3 ON T2.semester_id = T3.semester_id JOIN Degree_Programs AS T4 ON T2.degree_program_id = T4.degree_program_id GROUP BY T1.student_id HAVING count(T2.student_id) = 2","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2",student_transcripts_tracking
19,What are the manager name and district of the shop that sells the largest number of products?,"SELECT shop.Manager_name, shop.District FROM shop INNER JOIN hiring ON hiring.Shop_ID = shop.Shop_ID GROUP BY shop.Manager_name, shop.District ORDER BY shop.Number_products DESC LIMIT 1;","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
20,What is the document id and name with greatest number of paragraphs?,"SELECT T1.Document_ID, T1.Document_Name, COUNT(T2.Paragraph_ID) FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID GROUP BY T1.Document_ID ORDER BY COUNT(T2.Paragraph_ID) DESC LIMIT 1;","SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
21,"What are the ids and names of each document, as well as the number of paragraphs in each?","SELECT T1.Document_ID, T1.Document_Name, count(T2.Paragraph_ID) FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID GROUP BY T1.Document_ID","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id",cre_Doc_Template_Mgt
22,What is the airport name for airport 'AKO'?,SELECT AirportName FROM airports WHERE AirportCode = 'AKO',"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",flight_2
23,Which airlines have less than 200 flights?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline HAVING count(*) < 200,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,flight_2
24,Find the name of tourney that has more than 10 matches.,SELECT tourney_name FROM matches WHERE match_num > 10 GROUP BY tourney_name,SELECT tourney_name FROM matches GROUP BY tourney_name HAVING count(*)  >  10,wta_1
25,"What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?","SELECT Continent, SUM(Population) AS Total_Population, AVG(LifeExpectancy) AS Average_Life_Expectancy FROM country WHERE LifeExpectancy < 72 GROUP BY Continent","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72",world_1
26,What are the names of the countries with no car makers?,SELECT DISTINCT CountryName FROM countries WHERE NOT EXISTS (SELECT * FROM car_makers WHERE car_makers.Country = countries.CountryId),SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,car_1
27,What is the name of the conductor who has worked the greatest number of years?,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,orchestra
28,What is the average weight for each type of pet?,"SELECT PetType, AVG(weight) FROM Pets GROUP BY PetType","SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype",pets_1
29,Find the manager name and district of the shop whose number of products is the largest.,"SELECT s.Manager_name, s.District FROM shop s ORDER BY s.Number_products DESC LIMIT 1;","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
30,How many different templates do all document use?,SELECT DISTINCT Template_ID FROM Templates WHERE Documents.Template_ID = Templates.Template_ID,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
31,Count the number of documents.,SELECT count(*) FROM Documents GROUP BY Document_ID,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
32,What are the names of the singers whose birth years are either 1948 or 1949?,"SELECT Name FROM singer WHERE Birth_Year IN (1948, 1949)",SELECT Name FROM singer WHERE Birth_Year  =  1948 OR Birth_Year  =  1949,singer
33,What is the name and directors of all the cartoons that are ordered by air date?,"SELECT T1.Title, T1.Directed_by FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id ORDER BY T1.Original_air_date","SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date",tvshow
34,Find the program which most number of students are enrolled in. List both the id and the summary.,"SELECT T1.degree_program_id, T1.degree_summary_name, T1.degree_summary_description FROM Degree_Programs AS T1 WHERE T1.degree_program_id = (SELECT T2.degree_program_id FROM Student_Enrolment AS T2 GROUP BY T2.degree_program_id ORDER BY count(*) DESC LIMIT 1)","SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1",student_transcripts_tracking
35,How many available features are there in total?,SELECT count(*) FROM Other_Available_Features;,SELECT count(*) FROM Other_Available_Features,real_estate_properties
36,What is the total number of singers?,SELECT count(*) FROM singer,SELECT count(*) FROM singer,concert_singer
37,What is the number of employees from each city?,"SELECT city, count(*) FROM employee GROUP BY city","SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
38,What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?,SELECT DISTINCT Year FROM cars_data WHERE Weight < 400 OR Weight > 300,select distinct year from cars_data where weight between 3000 and 4000;,car_1
39,Show titles of songs and names of singers.,"SELECT song.Title, singer.Name FROM song JOIN singer ON song.Singer_ID = singer.Singer_ID","SELECT T2.Title ,  T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID",singer
40,Find the total number of players.,SELECT count(*) FROM players,SELECT count(*) FROM players,wta_1
41,What is the maximum horsepower and the make of the car models with 3 cylinders?,"SELECT max(Horsepower), T2.Maker FROM cars_data AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id WHERE T1.Cylinders = 3 GROUP BY T2.Maker","SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",car_1
42,Find the number of left handed winners who participated in the WTA Championships.,SELECT count(DISTINCT T2.winner_id) FROM matches AS T1 JOIN players AS T2 ON T1.winner_id = T2.player_id WHERE T2.hand = 'left' AND T1.tourney_name = 'WTA Championships',SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L',wta_1
43,List the names of all winners who played in both 2013 and 2016.,"SELECT first_name, last_name FROM players WHERE player_id IN (SELECT winner_id FROM matches WHERE year = 2013) AND player_id IN (SELECT winner_id FROM matches WHERE year = 2016)",SELECT winner_name FROM matches WHERE YEAR  =  2013 INTERSECT SELECT winner_name FROM matches WHERE YEAR  =  2016,wta_1
44,What are  the different countries with singers above age 20?,SELECT DISTINCT Country FROM singer WHERE Age > 20,SELECT DISTINCT country FROM singer WHERE age  >  20,concert_singer
45,Show the names of all high schoolers in grade 10.,SELECT DISTINCT name FROM Highschooler WHERE grade = 10,SELECT name FROM Highschooler WHERE grade  =  10,network_1
46,what are the different names of the singers that have sales more than 300000?,SELECT DISTINCT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Sales > 30000,SELECT DISTINCT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID WHERE T2.Sales  >  300000,singer
47,How many museums were opened after 2013 or before 2008?,SELECT count(*) FROM museum WHERE Open_Year > 2013 OR Open_Year < 2008,SELECT count(*) FROM museum WHERE open_year  >  2013 OR open_year  <  2008,museum_visit
48,"What is the first, middle, and last name of the first student to register?","SELECT first_name, middle_name, last_name FROM Students ORDER BY date_first_registered LIMIT 1","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",student_transcripts_tracking
49,"Show names, results and bulgarian commanders of the battles with no ships lost in the 'English Channel'.","SELECT T1.name, T1.result, T1.bulgarian_commander FROM battle AS T1 JOIN ship AS T2 ON T1.id = T2.lost_in_battle WHERE T2.location = 'English Channel' GROUP BY T1.name, T1.result, T1.bulgarian_commander","SELECT name ,  RESULT ,  bulgarian_commander FROM battle EXCEPT SELECT T1.name ,  T1.result ,  T1.bulgarian_commander FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.location  =  'English Channel'",battle_death
50,Find the first name and country code of the oldest player.,"SELECT first_name, country_code FROM players ORDER BY birth_date LIMIT 1","SELECT first_name ,  country_code FROM players ORDER BY birth_date LIMIT 1",wta_1
51,Which distinct car models are the produced after 1980?,SELECT DISTINCT T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T2.Year > 1980,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,car_1
52,"What are the first names of all players, and their average rankings?","SELECT T1.first_name, AVG(T2.ranking) FROM players AS T1 JOIN matches AS T3 ON T1.player_id = T3.winner_id OR T1.player_id = T3.loser_id JOIN rankings AS T2 ON T1.player_id = T2.player_id GROUP BY T1.player_id","SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name",wta_1
53,Find the number of pets for each student who has any pet and student id.,"SELECT count(DISTINCT T1.PetID), T2.StuID FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID GROUP BY T2.StuID","SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid",pets_1
54,What is the name and id of the department with the most number of degrees ?,"SELECT department_name, department_id FROM Departments WHERE department_id IN (SELECT department_id FROM Degree_Programs GROUP BY department_id ORDER BY count(*) DESC LIMIT 1)","select t2.department_name ,  t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t1.department_id order by count(*) desc limit 1",student_transcripts_tracking
55,Show the name of the teacher for the math course.,SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID = T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID = T3.Teacher_ID WHERE T2.Course = 'math',"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",course_teach
56,List the earnings of poker players in descending order.,SELECT DISTINCT poker_player.Earnings FROM poker_player INNER JOIN people ON poker_player.People_ID = people.People_ID ORDER BY poker_player.Earnings DESC,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,poker_player
57,Show the date and id of the transcript with at least 2 course results.,"SELECT T1.transcript_date, T2.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T2.transcript_id HAVING count(T2.student_course_id) >= 2","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2",student_transcripts_tracking
58,How many orchestras does each record company manage?,"SELECT Record_Company, count(*) FROM orchestra GROUP BY Record_Company","SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company",orchestra
59,Return the grade for the high schooler named Kyle.,SELECT DISTINCT grade FROM Highschooler WHERE name = 'Kyle',"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",network_1
60,Find the government form name and total population for each government form whose average life expectancy is longer than 72.,"SELECT GovernmentForm, Population FROM country WHERE LifeExpectancy > (SELECT avg(LifeExpectancy) FROM country) GROUP BY GovernmentForm","SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72",world_1
61,Return the country codes for countries that do not speak English.,SELECT Code FROM country WHERE Code NOT IN (SELECT CountryCode FROM countrylanguage WHERE Language = 'English'),"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",world_1
62,Return the money rank of the poker player with the greatest height.,SELECT Money_Rank FROM poker_player JOIN people ON poker_player.People_ID = people.People_ID WHERE people.Height = (SELECT MAX(Height) FROM people),SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1,poker_player
63,Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?,"SELECT Continent, avg(LifeExpectancy), sum(Population) FROM country WHERE avg(LifeExpectancy) < 72 GROUP BY Continent","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72",world_1
64,"What are flight numbers of flights arriving at Airport ""APG""?",SELECT FlightNo FROM flights WHERE DestAirport = 'APG',"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
65,What are the first name and last name of the professionals who have done treatment with cost below average?,"SELECT Professionals.first_name, Professionals.last_name FROM Treatments JOIN Professionals ON Treatments.professional_id = Professionals.professional_id WHERE cost_of_treatment < (SELECT avg(cost_of_treatment) FROM Treatments) GROUP BY Professionals.first_name, Professionals.last_name","SELECT DISTINCT T1.first_name ,  T1.last_name FROM Professionals AS T1 JOIN Treatments AS T2 WHERE cost_of_treatment  <  ( SELECT avg(cost_of_treatment) FROM Treatments )",dog_kennels
66,How many professionals have performed any treatment to dogs?,SELECT count(DISTINCT T1.professional_id) FROM Treatments AS T1 GROUP BY T1.professional_id,SELECT count(DISTINCT professional_id) FROM Treatments,dog_kennels
67,"What are the first, middle, and last names, along with the ids, of all students who enrolled in 2 degree programs in one semester?","SELECT T1.first_name, T1.middle_name, T1.last_name, T1.student_id, T2.degree_program_id, T3.semester_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id JOIN Semesters AS T3 ON T2.semester_id = T3.semester_id WHERE T3.semester_id = 2 GROUP BY T1.student_id HAVING count(T2.degree_program_id) = 2","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2",student_transcripts_tracking
68,"What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?",SELECT Weekly_Rank FROM TV_series WHERE Episode = 'A Love of a Lifetime',"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tvshow
69,"List the contestant numbers and names, ordered by contestant name descending.","SELECT contestant_number, contestant_name FROM CONTESTANTS ORDER BY contestant_name DESC","SELECT contestant_number ,  contestant_name FROM contestants ORDER BY contestant_name DESC",voter_1
70,Find the average rank of winners in all matches.,SELECT avg(winner_rank) FROM matches GROUP BY winner_id,SELECT avg(winner_rank) FROM matches,wta_1
71,What are the names of the teachers ordered by ascending age?,SELECT T1.Name FROM teacher AS T1 ORDER BY T1.Age ASC,SELECT Name FROM teacher ORDER BY Age ASC,course_teach
72,"What are the ids, version numbers, and type codes for each template?","SELECT Templates.Template_ID, Version_Number, Template_Type_Code FROM Templates INNER JOIN Ref_Template_Types ON Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code GROUP BY Templates.Template_ID, Version_Number, Template_Type_Code","SELECT template_id ,  version_number ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
73,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,SELECT last_name FROM students WHERE current_address_id = addresses.address_id AND state_province_county = 'North Carolina' AND NOT EXISTS (SELECT * FROM student_enrolment WHERE student_enrolment.student_id = students.student_id),SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,student_transcripts_tracking
74,Find the number of shops in each location.,"SELECT Location, count(*) FROM shop GROUP BY Location","SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
75,how many cars were produced in 1980?,SELECT count(*) FROM cars_data WHERE Year = 1980,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,car_1
76,What is the name of each continent and how many car makers are there in each one?,"SELECT T1.Continent, count(DISTINCT T3.Id) FROM continents AS T1 JOIN countries AS T2 ON T1.ContId = T2.Continent JOIN car_makers AS T3 ON T2.CountryId = T3.Country GROUP BY T1.Continent","SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",car_1
77,Who owns the youngest dog? Give me his or her last name.,SELECT T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id = T2.owner_id WHERE T2.age = (SELECT MIN(age) FROM Dogs),SELECT T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id WHERE T2.age  =  ( SELECT max(age) FROM Dogs ),dog_kennels
78,What is the total number of people living in the nations that do not use English?,SELECT sum(Population) FROM country WHERE Code NOT IN (SELECT CountryCode FROM countrylanguage WHERE Language = 'English'),"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",world_1
79,"List the name, date and result of each battle.","SELECT battle.name, battle.date, battle.result FROM battle ORDER BY battle.date DESC","SELECT name ,  date FROM battle",battle_death
80,What is the feature type name of feature AirCon?,SELECT T1.feature_type_name FROM Other_Available_Features AS T1 JOIN Ref_Feature_Types AS T2 ON T1.feature_type_code = T2.feature_type_code WHERE T1.feature_name = 'AirCon',"SELECT T2.feature_type_name FROM Other_Available_Features AS T1 JOIN Ref_Feature_Types AS T2 ON T1.feature_type_code  =  T2.feature_type_code WHERE T1.feature_name  =  ""AirCon""",real_estate_properties
81,How many car models were produced by the maker with full name American Motor Company?,SELECT count(DISTINCT T1.Model) FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id WHERE T2.FullName = 'American Motor Company',SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';,car_1
82,What is the average rank for winners in all matches?,SELECT avg(winner_rank) FROM matches GROUP BY winner_id,SELECT avg(winner_rank) FROM matches,wta_1
83,"What are the first, middle, and last names for everybody enrolled in a Bachelors program?","SELECT T1.first_name, T1.middle_name, T1.last_name FROM Student_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id WHERE T1.degree_program_id = 'Bachelors' GROUP BY T1.first_name, T1.middle_name, T1.last_name","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'",student_transcripts_tracking
84,What are the names of the teachers whose courses have not been arranged?,SELECT T1.Name FROM teacher AS T1 WHERE NOT EXISTS (SELECT * FROM course_arrange AS T2 WHERE T1.Teacher_ID = T2.Teacher_ID),SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange),course_teach
85,What is the maximum accelerate for different number of cylinders?,"SELECT max(Accelerate), Cylinders FROM cars_data GROUP BY Cylinders","SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",car_1
86,Which airlines have departures from CVO but not from APG airports?,SELECT Airline FROM flights WHERE SourceAirport = 'CVO' AND Airline NOT IN (SELECT Airline FROM flights WHERE DestAirport = 'APG'),"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",flight_2
87,Show the names of high schoolers who have at least 3 friends.,SELECT DISTINCT T1.name FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID = T2.student_id GROUP BY T1.name HAVING count(*) > 3,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,network_1
88,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,"SELECT count(*) FROM flights WHERE SourceAirport = 'Aberdeen' AND DestAirport = 'Ashley' GROUP BY SourceAirport, DestAirport","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",flight_2
89,What is the average edispl of the cars of model volvo?,SELECT avg(Edispl) FROM cars_data JOIN car_names ON cars_data.MakeId = car_names.MakeId JOIN model_list ON car_names.Model = model_list.Model WHERE model_list.Model = 'volvo' GROUP BY model_list.Model,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,car_1
90,What are the name and results of the battles when the bulgarian commander is not 'Boril',"SELECT name, result FROM battle WHERE bulgarian_commander != 'Boril'","SELECT name ,  RESULT FROM battle WHERE bulgarian_commander != 'Boril'",battle_death
